Name,Asx D/L,Glx D/L,Ser D/L,Arg D/L,Ala D/L,Tyr D/L,Val D/L,Phe D/L,Leu D/L,Ile D/L,[Ser]/[Ala],Bleached,Type,Time,Genus,Species,materials
15578bH*,0.35,0.25,0.42,0.44,0.36,#DIV/0!,0.22,0.43,0.40,0.30,0.485257693,b,H,*,Patella,spp. (might be caerulea),shell
15579bH*,0.37,0.27,0.48,0.55,0.32,#DIV/0!,0.23,0.42,0.44,0.31,0.346515647,b,H,*,Patella,spp. (might be caerulea),shell
15580bH*,0.34,0.25,0.41,0.46,0.34,#DIV/0!,0.23,0.44,0.47,0.36,0.426094522,b,H,*,Patella,spp. (might be caerulea),shell
15581bH*,0.33,0.23,0.41,0.39,0.33,#DIV/0!,0.22,0.39,0.40,0.31,0.515819302,b,H,*,Patella,spp. (might be caerulea),shell
15582bH*,0.37,0.24,0.46,0.53,0.30,#DIV/0!,0.19,0.39,0.42,0.29,0.390851637,b,H,*,Patella,spp. (might be caerulea),shell
15583bH*,0.36,0.27,0.45,0.16,0.35,#DIV/0!,0.23,0.48,0.48,0.34,0.429026248,b,H,*,Patella,spp. (might be caerulea),shell
15584bH*,0.37,0.23,0.45,0.45,0.30,#DIV/0!,0.22,0.41,0.42,0.30,0.46966946,b,H,*,Patella,spp. (might be caerulea),shell
15585bH*,0.34,0.24,0.41,0.41,0.35,#DIV/0!,0.21,0.42,0.43,0.31,0.492667908,b,H,*,Patella,spp. (might be caerulea),shell
15586bH*,0.37,0.24,0.42,0.39,0.32,0.00,0.23,0.36,0.40,0.35,0.486079792,b,H,*,Patella,spp. (might be caerulea),shell
15596bH*,0.44,0.34,0.45,0.61,0.38,0.00,0.25,0.42,0.45,0.37,0.262450781,b,H,*,Patella,spp. (might be caerulea),shell
15596bH*,0.44,0.34,0.47,0.61,0.40,0.35,0.24,0.42,0.47,0.37,0.241106114,b,H,*,Patella,spp. (might be caerulea),shell
15597bH*,0.40,0.24,0.43,0.19,0.27,#DIV/0!,0.20,0.35,0.38,0.21,0.448553992,b,H,*,Patella,spp. (might be caerulea),shell
15598bH*,0.39,0.25,0.46,0.45,0.32,#DIV/0!,0.21,0.40,0.41,0.26,0.458942168,b,H,*,Patella,spp. (might be caerulea),shell
15599bH*,0.56,0.56,0.20,0.43,0.58,0.35,0.41,0.67,0.66,0.52,0.108949416,b,H,*,Patella,spp. (might be caerulea),shell
15600bH*,0.45,0.38,0.40,0.67,0.50,#DIV/0!,0.27,0.55,0.47,0.37,0.262551049,b,H,*,Patella,spp. (might be caerulea),shell
15569bF,0.69,0.55,1.02,0.92,0.75,0.00,0.66,0.89,0.86,0.92,0.370272114,b,F,,Patella,spp. (might be caerulea),shell
15569bF,0.69,0.54,1.02,0.79,0.75,0.00,0.66,0.81,0.91,0.88,0.358920952,b,F,,Patella,spp. (might be caerulea),shell
15570bF,0.69,0.50,1.02,1.08,0.70,0.00,0.46,0.70,0.68,0.56,0.420967006,b,F,,Patella,spp. (might be caerulea),shell
15570bF,0.69,0.49,1.02,0.85,0.69,0.00,0.44,0.67,0.67,0.56,0.423627327,b,F,,Patella,spp. (might be caerulea),shell
15571bF,0.73,0.59,1.05,0.84,0.76,0.00,0.54,0.81,0.78,0.73,0.358791445,b,F,,Patella,spp. (might be caerulea),shell
15571bF,0.73,0.58,1.05,0.80,0.75,0.00,0.53,0.82,0.78,0.73,0.36430226,b,F,,Patella,spp. (might be caerulea),shell
15572bF,0.77,0.96,0.22,0.00,0.99,0.81,1.03,0.80,1.09,1.35,0.025598735,b,F,,Patella,spp. (might be caerulea),shell
15572bF,0.78,0.96,#DIV/0!,1.33,0.97,0.69,1.05,0.99,1.20,1.34,0.005175641,b,F,,Patella,spp. (might be caerulea),shell
15573bF,0.70,0.45,1.04,0.89,0.67,0.00,0.34,0.64,0.57,0.40,0.411031694,b,F,,Patella,spp. (might be caerulea),shell
15573bF,0.70,0.44,1.02,0.82,0.67,0.00,0.34,0.62,0.58,0.41,0.40509012,b,F,,Patella,spp. (might be caerulea),shell
15574bF,0.71,0.45,1.07,0.87,0.68,0.00,0.51,0.80,0.72,0.66,0.463155158,b,F,,Patella,spp. (might be caerulea),shell
15574bF,0.72,0.44,1.01,0.80,0.68,0.00,0.50,0.76,0.78,0.66,0.457742006,b,F,,Patella,spp. (might be caerulea),shell
15575bF,0.68,0.45,1.04,0.87,0.68,0.00,0.50,0.72,0.68,0.64,0.451838588,b,F,,Patella,spp. (might be caerulea),shell
15575bF,0.68,0.45,1.00,0.77,0.68,0.20,0.50,0.75,0.68,0.58,0.466129839,b,F,,Patella,spp. (might be caerulea),shell
15576bF,0.69,0.53,1.05,0.90,0.73,0.00,0.63,0.86,0.81,0.86,0.4350295,b,F,,Patella,spp. (might be caerulea),shell
15576bF,0.69,0.52,1.03,0.83,0.74,0.00,0.62,0.81,0.88,0.86,0.421315988,b,F,,Patella,spp. (might be caerulea),shell
15577bF,0.69,0.66,1.03,0.93,0.81,0.00,0.67,0.88,0.88,0.97,0.291648812,b,F,,Patella,spp. (might be caerulea),shell
15577bF,0.69,0.65,1.01,0.87,0.79,0.00,0.66,0.87,0.97,0.95,0.28963376,b,F,,Patella,spp. (might be caerulea),shell
15578bF,0.70,0.58,1.04,0.91,0.76,0.00,0.58,0.81,0.77,0.76,0.389844489,b,F,,Patella,spp. (might be caerulea),shell
15578bF,0.71,0.58,1.03,0.89,0.75,0.00,0.58,0.81,0.78,0.76,0.389479387,b,F,,Patella,spp. (might be caerulea),shell
15579bF,0.73,0.50,1.05,0.84,0.73,0.60,0.62,0.85,0.79,0.86,0.368122912,b,F,,Patella,spp. (might be caerulea),shell
15579bF,0.73,0.49,1.04,0.79,0.73,0.53,0.62,0.82,0.85,0.84,0.361947172,b,F,,Patella,spp. (might be caerulea),shell
15580bF,0.69,0.58,1.03,0.93,0.76,0.00,0.64,0.84,0.82,0.89,0.346294028,b,F,,Patella,spp. (might be caerulea),shell
15580bF,0.69,0.57,1.01,0.84,0.75,0.00,0.63,0.81,0.85,0.85,0.337626033,b,F,,Patella,spp. (might be caerulea),shell
15581bF,0.68,0.52,1.02,0.93,0.73,#VALUE!,0.64,0.81,0.79,0.90,0.432084376,b,F,,Patella,spp. (might be caerulea),shell
15581bF,0.69,0.50,1.02,0.86,0.74,0.57,0.64,0.79,0.81,0.91,0.424027901,b,F,,Patella,spp. (might be caerulea),shell
15582bF,0.70,0.40,1.03,0.93,0.64,0.59,0.38,0.67,0.58,0.52,0.368501788,b,F,,Patella,spp. (might be caerulea),shell
15582bF,0.70,0.40,1.02,0.89,0.63,0.58,0.38,0.64,0.58,0.50,0.359980586,b,F,,Patella,spp. (might be caerulea),shell
15583bF,0.71,0.59,1.03,0.99,0.75,0.29,0.52,0.82,0.79,0.78,0.365288552,b,F,,Patella,spp. (might be caerulea),shell
15583bF,0.71,0.59,1.02,0.88,0.74,0.22,0.52,0.78,0.86,0.78,0.363567987,b,F,,Patella,spp. (might be caerulea),shell
15584bF,0.71,0.49,0.98,0.81,0.72,0.66,0.58,0.83,0.81,0.78,0.488000327,b,F,,Patella,spp. (might be caerulea),shell
15584bF,0.71,0.49,0.99,0.80,0.72,0.65,0.58,0.81,0.79,0.79,0.482501461,b,F,,Patella,spp. (might be caerulea),shell
15585bF,0.71,0.53,0.99,1.04,0.74,0.61,0.53,0.75,0.72,0.70,0.411126724,b,F,,Patella,spp. (might be caerulea),shell
15585bF,0.71,0.53,1.02,1.06,0.73,0.59,0.53,0.74,0.75,0.67,0.409750958,b,F,,Patella,spp. (might be caerulea),shell
15586bF,0.71,0.50,1.01,0.86,0.77,0.33,0.64,0.85,0.82,0.86,0.40706321,b,F,,Patella,spp. (might be caerulea),shell
15586bF,0.71,0.49,0.98,0.89,0.77,0.11,0.64,0.89,0.86,0.89,0.407364885,b,F,,Patella,spp. (might be caerulea),shell
15596bF,0.76,0.63,0.99,1.32,0.80,0.75,0.63,0.84,0.78,0.76,0.224870406,b,F,,Patella,spp. (might be caerulea),shell
15596bF,0.76,0.63,0.98,1.05,0.80,0.74,0.64,0.84,0.80,0.88,0.222357573,b,F,,Patella,spp. (might be caerulea),shell
15597bF,0.71,0.48,1.03,1.14,0.68,0.13,0.34,0.64,0.57,0.39,0.434678576,b,F,,Patella,spp. (might be caerulea),shell
15597bF,0.73,0.48,1.02,0.84,0.66,0.09,0.34,0.67,0.57,0.39,0.437093138,b,F,,Patella,spp. (might be caerulea),shell
15598bF,0.73,0.43,0.98,0.85,0.67,0.63,0.42,0.72,0.64,0.56,0.433444172,b,F,,Patella,spp. (might be caerulea),shell
15598bF,0.75,0.44,1.03,0.94,0.65,0.62,0.42,0.71,0.65,0.58,0.424137519,b,F,,Patella,spp. (might be caerulea),shell
15599bF,0.78,0.86,0.58,2.70,0.93,0.22,0.88,1.01,0.98,1.02,0.043966432,b,F,,Patella,spp. (might be caerulea),shell
15599bF,0.81,0.89,0.55,1.63,0.92,0.00,0.86,0.91,1.03,1.10,0.046424471,b,F,,Patella,spp. (might be caerulea),shell
15600bF,0.81,0.71,1.00,0.98,0.83,0.00,0.58,0.85,0.91,0.79,0.15917763,b,F,,Patella,spp. (might be caerulea),shell
15600bF,0.82,0.73,0.97,4.43,0.81,0.00,0.56,0.83,0.74,0.78,0.159584021,b,F,,Patella,spp. (might be caerulea),shell
